Id,SalePrice
1579,122655.6846
1580,197772.425
1581,159727.6078
1582,129880.8783
1583,274654.3195
1584,226284.5414
1585,147901.566
1586,52826.74266
1587,112716.4095
1588,171955.712
1589,98043.78773
1590,127529.4685
1591,74041.16243
1592,134806.9066
1593,145726.4522
1594,138921.0005
1595,109596.9178
1596,219865.4033
1597,168772.4067
1598,209389.9124
1599,211651.7667
1600,203332.3447
1601,51808.29996
1602,115258.6606
1603,99784.09036
1604,286701.885
1605,254346.5958
1606,157051.6043
1607,166324.808
1608,220216.9827
1609,194420.6701
1610,143667.6795
1611,137518.4292
1612,189121.637
1613,164498.6597
1614,156207.8826
1615,79767.6693
1616,47370.07709
1617,75911.10624
1618,110943.5943
1619,147232.2003
1620,194195.2306
1621,133095.4191
1622,145808.8867
1623,275173.1133
1624,198402.2246
1625,115034.9988
1626,166746.9152
1627,179443.5206
1628,297064.7291
1629,205052.3624
1630,325278.6078
1631,220942.1404
1632,219582.8168
1633,213547.4017
1634,198067.8587
1635,183306.858
1636,156408.1853
1637,191413.2985
1638,200986.8057
1639,192341.5737
1640,254727.3344
1641,188126.7523
1642,265897.3212
1643,213878.4527
1644,231078.1708
1645,226763.0414
1646,161691.752
1647,167315.9811
1648,123179.9462
1649,136676.9985
1650,118423.6694
1651,108001.9954
1652,98331.97437
1653,102689.6454
1654,142812.7121
1655,135586.7243
1656,141798.6413
1657,154169.0086
1658,152839.6848
1659,116661.4198
1660,151884.7237
1661,404227.4052
1662,380137.0738
1663,358009.2678
1664,444066.6511
1665,317975.1921
1666,300575.7743
1667,322610.6407
1668,349657.6881
1669,319760.0753
1670,344306.2932
1671,226595.9217
1672,368638.2778
1673,277325.713
1674,226342.6955
1675,181790.4351
1676,192945.4361
1677,197821.1808
1678,440576.915
1679,362995.7215
1680,337457.6044
1681,278916.6967
1682,299046.8627
1683,176669.1311
1684,185260.8871
1685,182547.6152
1686,185900.5155
1687,185857.0138
1688,194578.7816
1689,198153.1583
1690,205788.0607
1691,197694.3788
1692,292056.224
1693,204238.2416
1694,186697.5376
1695,184825.1825
1696,283252.4132
1697,187705.2347
1698,309371.4958
1699,290603.2866
1700,237743.4799
1701,259956.6367
1702,226355.4304
1703,233627.681
1704,255109.8256
1705,260242.9349
1706,404360.9441
1707,225717.5485
1708,187054.2702
1709,237240.0128
1710,216797.8241
1711,274927.9648
1712,238593.8279
1713,267250.3621
1714,208152.3536
1715,207983.2025
1716,172873.8987
1717,188769.7691
1718,123426.106
1719,222419.0759
1720,249420.8009
1721,174524.7786
1722,115248.1222
1723,161766.942
1724,215458.1024
1725,259062.6119
1726,192119.2747
1727,178541.2874
1728,192801.0998
1729,168798.197
1730,152700.2821
1731,123611.6936
1732,124541.2784
1733,108665.2654
1734,129562.2395
1735,131094.9236
1736,110317.8056
1737,277746.994
1738,236053.3012
1739,266602.3233
1740,193196.1932
1741,169739.0261
1742,171148.701
1743,171571.4505
1744,329062.3202
1745,218698.1451
1746,238205.1015
1747,235822.5764
1748,236253.9386
1749,156574.4621
1750,144024.1295
1751,247414.3019
1752,113749.6412
1753,144947.721
1754,200296.7444
1755,162405.3892
1756,135670.639
1757,114937.3994
1758,148959.1394
1759,166994.2092
1760,164492.3851
1761,144367.2895
1762,191949.1314
1763,180804.0313
1764,112428.6884
1765,182682.4906
1766,191046.9966
1767,217069.3631
1768,144836.3886
1769,182315.9183
1770,169675.0989
1771,123528.763
1772,135003.1603
1773,119437.9992
1774,137174.3112
1775,156755.6206
1776,139417.9321
1777,113450.5921
1778,153414.2337
1779,116631.4869
1780,176420.5961
1781,126158.7774
1782,66659.57302
1783,127556.4576
1784,91433.66234
1785,143828.58
1786,143169.2489
1787,190697.5095
1788,22382.11498
1789,105467.1693
1790,72649.07486
1791,200490.5972
1792,163638.8328
1793,133401.5307
1794,177012.2342
1795,129448.5979
1796,157150.0956
1797,127907.0762
1798,119679.8212
1799,105084.2603
1800,114534.1711
1801,116347.2049
1802,135904.8078
1803,152424.1314
1804,117759.0681
1805,137073.6925
1806,131542.4019
1807,162295.1896
1808,129371.437
1809,132447.9007
1810,147686.3816
1811,101753.3013
1812,101973.9927
1813,137426.3876
1814,103222.9452
1815,34727.66318
1816,103699.4238
1817,116039.5621
1818,200034.0232
1819,122502.6254
1820,34262.83862
1821,121897.8978
1822,164577.4536
1823,51022.63686
1824,141803.7183
1825,141935.0758
1826,66904.42882
1827,108608.4173
1828,133414.9403
1829,158710.1336
1830,170765.7265
1831,159894.1475
1832,-1933.544013
1833,156766.2951
1834,117251.6635
1835,79958.52982
1836,133810.1091
1837,72947.08879
1838,123574.8735
1839,101239.4112
1840,159035.9313
1841,129569.961
1842,98168.03729
1843,127235.4883
1844,156402.9141
1845,147333.2172
1846,134080.5103
1847,152705.4892
1848,19854.93272
1849,129836.9962
1850,125159.5578
1851,144714.3324
1852,128719.8866
1853,129558.3842
1854,178306.1302
1855,163958.1509
1856,223041.4959
1857,135612.4051
1858,139908.7946
1859,103396.6722
1860,136176.0991
1861,102368.751
1862,333076.4926
1863,330983.8406
1864,331003.6128
1865,376512.8766
1866,361492.8648
1867,221346.1825
1868,288080.2963
1869,217735.3836
1870,228146.5695
1871,284674.0074
1872,176989.9287
1873,254711.8802
1874,138265.0856
1875,205140.6743
1876,200252.4175
1877,211873.3511
1878,214448.8567
1879,133098.4004
1880,134899.108
1881,231682.5802
1882,246640.2304
1883,189056.2098
1884,204035.4739
1885,244582.8496
1886,295853.771
1887,227900.4372
1888,258266.1583
1889,167337.3504
1890,101438.6004
1891,123591.2026
1892,99265.31518
1893,122398.6929
1894,109174.6551
1895,137421.8096
1896,127144.4329
1897,115510.1509
1898,102820.1686
1899,139622.5145
1900,132003.4356
1901,176081.6596
1902,143643.3417
1903,207783.019
1904,143353.2825
1905,183258.3003
1906,126144.0154
1907,192719.6997
1908,109808.4727
1909,135964.6433
1910,124437.8909
1911,214581.2785
1912,290037.8488
1913,158298.3984
1914,70184.98625
1915,339959.4976
1916,50576.28246
1917,253164.0702
1918,133785.1877
1919,166226.2236
1920,171773.2462
1921,386234.306
1922,353684.745
1923,237314.7438
1924,197635.1708
1925,214706.6742
1926,383925.6451
1927,125958.4532
1928,173955.6679
1929,124222.3023
1930,117526.7073
1931,133591.7361
1932,131049.1031
1933,198951.7141
1934,176362.4424
1935,173655.0469
1936,199384.8108
1937,186602.3013
1938,187896.2221
1939,262944.049
1940,182392.5903
1941,171922.7707
1942,175874.1313
1943,228974.8125
1944,375061.165
1945,391838.2505
1946,140302.08
1947,336073.47
1948,187074.7468
1949,271185.0513
1950,207843.5911
1951,259101.1866
1952,213258.2606
1953,172671.8722
1954,187976.1428
1955,126804.8331
1956,304543.9955
1957,163610.0097
1958,272983.1133
1959,131424.9326
1960,90455.28573
1961,126709.9927
1962,90283.06491
1963,100337.6861
1964,105100.2789
1965,129850.4745
1966,145546.769
1967,284684.9817
1968,389212.6303
1969,370619.3471
1970,381609.2685
1971,445252.6527
1972,355286.2358
1973,286420.1013
1974,337916.567
1975,442759.7027
1976,253859.6766
1977,326804.7256
1978,325370.8082
1979,315797.6724
1980,140401.2699
1981,341332.9994
1982,206178.8763
1983,200941.5251
1984,164420.9155
1985,234961.3727
1986,218291.9163
1987,211999.847
1988,174555.3362
1989,201733.0156
1990,221472.6898
1991,217828.0575
1992,235331.1066
1993,178816.0353
1994,252692.3097
1995,182163.0006
1996,225491.9498
1997,302117.0803
1998,268386.0164
1999,299560.2948
2000,299498.712
2001,264227.8013
2002,269196.1803
2003,232668.3198
2004,273772.8414
2005,248028.1837
2006,223813.0538
2007,233463.4105
2008,214376.7465
2009,205557.7204
2010,193989.807
2011,140839.1108
2012,173682.239
2013,187898.0502
2014,192944.7502
2015,229738.3779
2016,197523.3582
2017,206785.2956
2018,121125.3705
2019,127154.6582
2020,98762.63775
2021,94817.10598
2022,212361.8917
2023,144437.8638
2024,267011.2741
2025,332874.7593
2026,178989.4662
2027,150296.4846
2028,152086.8595
2029,166916.7754
2030,265368.4796
2031,252427.986
2032,281993.4324
2033,261940.8978
2034,192272.8795
2035,213451.2656
2036,203381.8931
2037,202127.7858
2038,320015.3964
2039,242869.7748
2040,323234.0339
2041,312807.3978
2042,204232.4347
2043,173843.584
2044,187405.3793
2045,212944.1163
2046,132712.3424
2047,134690.9212
2048,150177.6606
2049,132238.5957
2050,172651.7804
2051,111061.2142
2052,113099.1519
2053,139487.385
2054,78925.33767
2055,171954.8557
2056,143402.2731
2057,104602.2409
2058,204399.3282
2059,129401.7438
2060,172675.3152
2061,178972.2969
2062,120154.5971
2063,118193.5573
2064,141089.2181
2065,107491.9229
2066,174368.0661
2067,113689.3058
2068,138239.0682
2069,90666.17152
2070,109248.1452
2071,99270.3354
2072,134351.6215
2073,135860.1385
2074,175975.0416
2075,164185.5736
2076,134234.5309
2077,135317.7264
2078,114700.1583
2079,147545.7237
2080,127434.3293
2081,119471.8578
2082,110275.8566
2083,155124.819
2084,104435.5503
2085,101317.2767
2086,130589.7007
2087,115489.6048
2088,95541.28427
2089,81860.30948
2090,125453.4366
2091,82969.78518
2092,133250.1568
2093,173544.1679
2094,117594.9829
2095,177628.8385
2096,89920.39188
2097,87595.24018
2098,158669.673
2099,33720.20887
2100,40821.42706
2101,127583.888
2102,142372.7519
2103,96909.91844
2104,160837.8659
2105,137231.0902
2106,12049.79905
2107,215932.0242
2108,129326.1683
2109,108925.2787
2110,125541.2637
2111,139470.2078
2112,135740.6666
2113,106514.4218
2114,122647.9948
2115,166432.2103
2116,127091.1681
2117,151654.6991
2118,123137.3071
2119,109377.3641
2120,113617.9897
2121,76639.0515
2122,104998.1258
2123,80897.19363
2124,185949.503
2125,142031.0621
2126,142049.2751
2127,166274.8152
2128,149230.9481
2129,113646.0036
2130,133529.7926
2131,120157.7114
2132,126831.2867
2133,140898.597
2134,126593.3308
2135,114720.2278
2136,54642.7253
2137,122325.9268
2138,135975.6953
2139,139646.385
2140,137689.2446
2141,179266.4492
2142,118426.7648
2143,150978.7683
2144,104074.4046
2145,133217.231
2146,192604.6454
2147,163544.4101
2148,137861.4951
2149,134691.0121
2150,248546.2509
2151,122283.5799
2152,194660.5728
2153,182887.7957
2154,99021.7482
2155,150035.1029
2156,231264.0943
2157,233599.7709
2158,260520.8388
2159,235606.5193
2160,195116.451
2161,236872.6482
2162,353073.7119
2163,373467.6236
2164,249519.0504
2165,211149.5452
2166,163690.9712
2167,220926.1595
2168,193031.6123
2169,203577.9329
2170,222015.4786
2171,149075.7992
2172,146410.7124
2173,186738.1742
2174,223312.9237
2175,274717.1195
2176,325265.3739
2177,256937.3233
2178,223068.8796
2179,142290.2446
2180,209040.4994
2181,205079.9466
2182,223424.3962
2183,202458.5772
2184,120213.9066
2185,128668.9549
2186,162174.5722
2187,155983.3664
2188,161683.3115
2189,323801.3549
2190,75034.08591
2191,62541.60239
2192,84870.54685
2193,131762.4897
2194,87128.72768
2195,91962.00001
2196,111776.4562
2197,112330.8125
2198,169837.4401
2199,165662.9174
2200,121725.2089
2201,137982.3163
2202,184908.7501
2203,126725.6511
2204,163034.6922
2205,106065.0559
2206,148152.6957
2207,186135.124
2208,234938.5594
2209,222797.2406
2210,134385.6991
2211,131474.2073
2212,117571.2569
2213,96265.39217
2214,151736.6657
2215,99132.5586
2216,149647.1162
2217,82257.72222
2218,79815.92077
2219,89438.98238
2220,36136.2124
2221,339876.7683
2222,303482.021
2223,302476.2477
2224,216487.8511
2225,125914.0543
2226,179060.6864
2227,212208.1034
2228,296518.5977
2229,252149.1072
2230,157440.294
2231,220770.2002
2232,180001.3743
2233,185509.828
2234,265745.7021
2235,240746.3423
2236,249054.832
2237,299831.3411
2238,196778.5906
2239,100813.9536
2240,174684.6689
2241,121255.8744
2242,121264.9101
2243,125038.944
2244,106934.5747
2245,124226.106
2246,133519.575
2247,123299.653
2248,122289.8676
2249,115151.603
2250,123751.7659
2251,95473.70122
2252,188483.672
2253,178259.6306
2254,205258.0926
2255,195372.9247
2256,188015.1207
2257,219888.3146
2258,162170.7023
2259,182262.1092
2260,151939.1648
2261,208198.4974
2262,220848.6234
2263,366585.0244
2264,416534.5907
2265,168392.4603
2266,312049.7278
2267,331409.4485
2268,416979.8364
2269,166367.5605
2270,199525.5298
2271,210499.4215
2272,209698.1675
2273,148395.6923
2274,183727.2848
2275,162505.7039
2276,204228.7729
2277,189767.6377
2278,155368.7757
2279,134552.8838
2280,96948.84567
2281,164974.1861
2282,182821.7461
2283,105906.8279
2284,118829.0592
2285,148913.8079
2286,120335.0308
2287,369352.4281
2288,273203.2976
2289,323394.0995
2290,408842.3078
2291,352796.1203
2292,406693.4698
2293,432630.9187
2294,391917.4397
2295,438138.407
2296,233108.471
2297,382541.618
2298,358252.9587
2299,340923.6243
2300,310283.3186
2301,331729.9179
2302,234494.6661
2303,240916.9331
2304,230136.2839
2305,195632.5919
2306,181838.964
2307,189888.2114
2308,222054.5156
2309,308919.2427
2310,213230.9173
2311,191319.9303
2312,192596.6454
2313,176761.6574
2314,183697.1202
2315,193147.8083
2316,227546.7941
2317,189281.6204
2318,188502.3847
2319,194159.2634
2320,198010.9798
2321,249404.7954
2322,209707.2979
2323,207581.2844
2324,215928.4853
2325,228829.1039
2326,196771.1363
2327,213717.9576
2328,236315.6814
2329,196906.8603
2330,180543.6473
2331,292360.3396
2332,383286.8863
2333,299642.7901
2334,252224.3394
2335,293833.3224
2336,280316.9697
2337,197371.8249
2338,256864.5871
2339,230835.8589
2340,386784.41
2341,217881.1305
2342,233436.7642
2343,223872.1906
2344,224113.3824
2345,215108.2665
2346,217785.3512
2347,190732.2493
2348,246933.3488
2349,182049.4713
2350,321091.9941
2351,268034.895
2352,236197.7271
2353,240825.915
2354,137107.3007
2355,141606.6545
2356,165372.3945
2357,192817.2099
2358,204909.2522
2359,113151.7212
2360,117183.873
2361,142331.2939
2362,259991.3366
2363,165703.5093
2364,190707.5916
2365,208691.7187
2366,198862.6003
2367,224180.2979
2368,227030.7218
2369,214435.5593
2370,169868.0895
2371,167108.8261
2372,174158.4936
2373,297840.2999
2374,308573.4835
2375,244876.6296
2376,272936.9546
2377,321146.1885
2378,158565.0725
2379,220264.2806
2380,153660.4726
2381,161746.5911
2382,213689.3669
2383,199136.4262
2384,251647.0436
2385,167416.7338
2386,121804.1169
2387,126059.9718
2388,117054.0204
2389,120325.4637
2390,170389.0276
2391,141833.3935
2392,108904.9617
2393,181943.9508
2394,150901.4707
2395,214616.9847
2396,149169.1541
2397,207033.2793
2398,137299.6892
2399,44626.68153
2400,46421.02908
2401,118590.9825
2402,132676.5595
2403,140093.5708
2404,152352.7229
2405,143695.3648
2406,134810.8793
2407,133634.0393
2408,149195.1828
2409,113124.0472
2410,192774.0482
2411,113632.0696
2412,150291.9376
2413,125063.6294
2414,186700.2954
2415,122828.1749
2416,136083.5491
2417,133732.5264
2418,130650.9203
2419,127023.1314
2420,123583.7458
2421,136949.1977
2422,105249.8038
2423,132897.6913
2424,137015.8291
2425,229663.7777
2426,143246.5087
2427,130713.3987
2428,196477.343
2429,108350.4162
2430,131745.9259
2431,98037.01189
2432,147242.7237
2433,150177.8529
2434,145738.4088
2435,160977.5005
2436,101098.6632
2437,107265.9882
2438,109405.2951
2439,110707.4578
2440,136042.9775
2441,117942.9429
2442,107940.9112
2443,145588.2979
2444,107113.1028
2445,93959.80567
2446,155777.3148
2447,216971.7989
2448,149577.8134
2449,127797.7592
2450,176811.3521
2451,118333.7763
2452,218805.4625
2453,95683.21056
2454,113269.1692
2455,135302.0319
2456,139434.8612
2457,142711.2063
2458,140739.8801
2459,111924.7236
2460,153618.3344
2461,119999.6453
2462,122398.6911
2463,127519.1973
2464,194543.615
2465,117632.6932
2466,117629.7771
2467,156495.5898
2468,96810.42899
2469,87183.27636
2470,215499.831
2471,227924.1404
2472,194815.6209
2473,111428.5207
2474,82003.84911
2475,218816.9842
2476,111517.889
2477,101276.9335
2478,149475.2965
2479,106925.3455
2480,169879.9497
2481,122271.2934
2482,134091.4454
2483,104484.3799
2484,128078.93
2485,122149.2435
2486,148357.7788
2487,206019.5619
2488,168295.4948
2489,155643.107
2490,146817.157
2491,104802.1938
2492,191432.1398
2493,161109.229
2494,155938.6246
2495,90194.07332
2496,216545.3322
2497,159240.5197
2498,110717.9576
2499,87382.65333
2500,128636.8771
2501,140598.878
2502,140563.434
2503,99654.16193
2504,156475.8683
2505,236035.0994
2506,250249.8759
2507,277547.4181
2508,252593.2112
2509,225637.8352
2510,225164.3869
2511,180283.9649
2512,217140.5378
2513,234410.4446
2514,233519.9183
2515,154196.0736
2516,170515.6454
2517,146158.9764
2518,162430.8573
2519,263216.2429
2520,241498.8999
2521,192200.5087
2522,227095.7595
2523,108053.542
2524,138206.018
2525,138278.2925
2526,154541.2586
2527,133390.5905
2528,150364.458
2529,150776.9233
2530,116289.2961
2531,254678.7932
2532,228826.7929
2533,198889.0169
2534,246052.3323
2535,270503.638
2536,192936.7926
2537,272545.9772
2538,194115.3305
2539,195081.3906
2540,190437.2711
2541,187640.7992
2542,160380.5381
2543,132162.8951
2544,111486.9411
2545,145822.0747
2546,121510.0036
2547,158369.6078
2548,170370.9353
2549,154235.4541
2550,580622.3694
2551,144822.6474
2552,135712.4745
2553,63423.60542
2554,90263.28713
2555,96624.73773
2556,95399.86281
2557,105891.033
2558,154585.9605
2559,140214.7073
2560,159012.6409
2561,148172.5682
2562,147189.6356
2563,135331.9721
2564,186384.6503
2565,135839.3059
2566,135941.4712
2567,120159.0636
2568,200628.8093
2569,232961.302
2570,121200.0405
2571,168559.8632
2572,174245.7227
2573,190375.6571
2574,279556.3547
2575,132249.9735
2576,148664.8259
2577,164708.4228
2578,75233.93346
2579,6114.813659
2580,118946.3281
2581,122481.3007
2582,140869.1833
2583,271214.8347
2584,170392.1003
2585,192476.2609
2586,229617.8285
2587,218909.1965
2588,141082.5555
2589,154446.3264
2590,210824.9923
2591,215206.7528
2592,224966.2504
2593,286113.1502
2594,196204.0234
2595,247226.6123
2596,284445.7577
2597,215725.1283
2598,300632.529
2599,382094.2916
2600,151989.852
2601,151059.8622
2602,69361.1586
2603,88404.81598
2604,65464.53373
2605,51360.6793
2606,137172.9365
2607,230395.7978
2608,202803.8267
2609,162953.3759
2610,105713.6752
2611,118341.3877
2612,161885.0835
2613,127466.8619
2614,110447.3961
2615,171111.6999
2616,156039.8408
2617,190213.8179
2618,218637.4137
2619,196869.0202
2620,188869.4221
2621,182100.5566
2622,186830.9231
2623,246124.8775
2624,304215.5052
2625,256010.1168
2626,180831.7758
2627,155674.0483
2628,460796.775
2629,501233.6853
2630,384971.5118
2631,427473.1001
2632,400388.1149
2633,295998.6001
2634,402967.4318
2635,152391.1792
2636,187928.8121
2637,217383.5749
2638,277781.1522
2639,197926.9626
2640,154813.6368
2641,102966.9846
2642,181542.5679
2643,98817.73175
2644,103215.766
2645,103924.9309
2646,89972.73002
2647,103883.2408
2648,143437.7877
2649,153459.1136
2650,138237.4974
2651,139954.2947
2652,378236.1153
2653,234000.4902
2654,251227.5367
2655,388205.8028
2656,313320.9247
2657,350443.5567
2658,323221.9229
2659,335105.7252
2660,359527.6451
2661,350179.7904
2662,362982.4047
2663,255638.7288
2664,306148.184
2665,320958.2444
2666,293873.3409
2667,191415.1055
2668,198198.6058
2669,192356.7122
2670,287620.1175
2671,199017.1962
2672,216196.9628
2673,205695.1675
2674,205871.6609
2675,208952.9543
2676,201179.1843
2677,203351.1901
2678,265360.0791
2679,270205.3643
2680,272065.295
2681,391725.6563
2682,304128.7147
2683,464351.2582
2684,312317.1956
2685,332005.5981
2686,242034.9379
2687,307547.8654
2688,221395.2623
2689,219200.8693
2690,378343.9374
2691,182407.5938
2692,139316.4405
2693,206900.8341
2694,144865.6816
2695,194431.0255
2696,186211.2886
2697,177409.1397
2698,212862.6048
2699,173586.5297
2700,158085.1979
2701,154116.5382
2702,119516.0861
2703,124249.6658
2704,142234.5585
2705,120210.5258
2706,99496.59805
2707,138916.0883
2708,135668.6094
2709,105023.3259
2710,130339.276
2711,300104.8636
2712,402459.6954
2713,159071.2266
2714,141596.2071
2715,163456.7516
2716,123257.8461
2717,172006.4077
2718,206025.5536
2719,153710.1606
2720,193427.8939
2721,131229.1495
2722,160925.7051
2723,158223.8271
2724,130271.9845
2725,121554.7116
2726,129134.1249
2727,172657.9723
2728,194093.264
2729,140416.9795
2730,139935.682
2731,145308.4586
2732,136886.4959
2733,149304.5507
2734,136420.406
2735,126986.3565
2736,126133.1357
2737,115457.5598
2738,126844.0324
2739,145094.2229
2740,134490.023
2741,153483.8815
2742,167437.0368
2743,136770.0278
2744,152486.0742
2745,141037.5015
2746,129936.3842
2747,163999.1551
2748,116138.13
2749,129893.8131
2750,114077.3027
2751,126397.3482
2752,228171.8133
2753,144678.8058
2754,244628.541
2755,136091.3575
2756,81875.28802
2757,76798.33104
2758,72573.55369
2759,189500.7536
2760,132244.8591
2761,128209.063
2762,131203.9023
2763,199958.6901
2764,177377.442
2765,286227.2777
2766,117598.926
2767,75086.03551
2768,109359.7213
2769,136887.8079
2770,155291.664
2771,107909.2425
2772,95098.67824
2773,186847.0373
2774,144862.7315
2775,130442.6427
2776,154622.1333
2777,157153.7231
2778,124591.8477
2779,154706.7258
2780,115341.3714
2781,69172.21102
2782,81928.19425
2783,93411.07136
2784,139389.4537
2785,146077.8195
2786,60015.71344
2787,130404.7047
2788,77270.46248
2789,161118.1454
2790,85365.17943
2791,111964.4799
2792,58722.97256
2793,130285.5389
2794,102409.07
2795,115213.2222
2796,100287.4478
2797,172610.4161
2798,128649.1237
2799,99353.36453
2800,70774.94517
2801,124964.868
2802,136404.9517
2803,159829.5357
2804,130630.4063
2805,124551.5303
2806,69963.97044
2807,168060.243
2808,150187.213
2809,121318.591
2810,119756.6275
2811,174913.3575
2812,176379.6324
2813,141561.073
2814,142753.2122
2815,97529.04278
2816,235036.7412
2817,166059.7076
2818,134768.2373
2819,199099.683
2820,137072.5881
2821,100786.6765
2822,196414.2471
2823,316854.1627
2824,160063.9012
2825,167974.1354
2826,128155.2459
2827,137857.6774
2828,244886.3402
2829,206389.7778
2830,221674.4532
2831,203166.8423
2832,240026.4948
2833,340964.9078
2834,237127.8138
2835,239394.4425
2836,192872.1946
2837,165678.0709
2838,131884.7864
2839,179197.7402
2840,204155.0746
2841,212668.6894
2842,228017.2335
2843,157275.9714
2844,182602.4308
2845,124536.8183
2846,214140.2826
2847,223786.4825
2848,202227.759
2849,202861.6914
2850,285968.4303
2851,228486.5708
2852,225353.9337
2853,233444.7506
2854,153687.901
2855,207390.193
2856,205824.3063
2857,194144.0085
2858,214952.7969
2859,104606.4303
2860,144286.4708
2861,135311.2336
2862,182252.3632
2863,135151.0734
2864,273128.9003
2865,159413.2885
2866,148345.1303
2867,77999.87917
2868,104766.4123
2869,97939.25701
2870,132067.0628
2871,65742.85739
2872,27606.01083
2873,85082.04855
2874,141636.8073
2875,119383.293
2876,158810.3267
2877,156980.6131
2878,112608.534
2879,116293.0231
2880,92071.99082
2881,118255.7993
2882,175866.0268
2883,189943.1371
2884,196441.1447
2885,175333.0862
2886,220782.6423
2887,128876.4872
2888,149609.9464
2889,39154.21465
2890,81817.9078
2891,141890.6245
2892,47755.91666
2893,84228.06538
2894,34735.24719
2895,344810.2749
2896,287127.8574
2897,233180.1312
2898,147667.5144
2899,234480.8935
2900,151969.6085
2901,246835.5478
2902,179600.025
2903,320017.5409
2904,348988.6414
2905,77185.81518
2906,201409.3824
2907,105942.621
2908,116772.676
2909,152538.2066
2910,69678.78433
2911,68173.38036
2912,165265.5465
2913,72367.71146
2914,53434.62279
2915,64431.76444
2916,75562.80365
2917,161288.2496
2918,102629.772
2919,239105.5282
